"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked","data","hasCabin","segment_age","title","FamilySize"
957,NA,2,"female",28,0,0,"F.C.C. 13534",21,"","S","test","0","jove","Mrs",1
958,NA,3,"female",18,0,0,"330963",7.8792,"","Q","test","0","nen","Miss",1
959,NA,1,"male",47,0,0,"113796",42.4,"","S","test","0","adult-gran","Mr",1
960,NA,1,"male",31,0,0,"2543",28.5375,"C53","C","test","1","adult","Mr",1
961,NA,1,"female",60,1,4,"19950",263,"C23 C25 C27","S","test","1","gran","Mrs",6
962,NA,3,"female",24,0,0,"382653",7.75,"","Q","test","0","jove","Miss",1
963,NA,3,"male",21,0,0,"349211",7.8958,"","S","test","0","jove","Mr",1
964,NA,3,"female",29,0,0,"3101297",7.925,"","S","test","0","jove","Miss",1
965,NA,1,"male",28.5,0,0,"PC 17562",27.7208,"D43","C","test","1","jove","Mr",1
966,NA,1,"female",35,0,0,"113503",211.5,"C130","C","test","1","adult","Miss",1
967,NA,1,"male",32.5,0,0,"113503",211.5,"C132","C","test","1","adult","Mr",1
968,NA,3,"male",28,0,0,"359306",8.05,"","S","test","0","jove","Mr",1
969,NA,1,"female",55,2,0,"11770",25.7,"C101","S","test","1","gran","Mrs",3
970,NA,2,"male",30,0,0,"248744",13,"","S","test","0","jove","Mr",1
971,NA,3,"female",24,0,0,"368702",7.75,"","Q","test","0","jove","Miss",1
972,NA,3,"male",6,1,1,"2678",15.2458,"","C","test","0","nen","Master",3
973,NA,1,"male",67,1,0,"PC 17483",221.7792,"C55 C57","S","test","1","gran","Mr",2
974,NA,1,"male",49,0,0,"19924",26,"","S","test","0","adult-gran","Mr",1
975,NA,3,"male",28,0,0,"349238",7.8958,"","S","test","0","jove","Mr",1
976,NA,2,"male",28,0,0,"240261",10.7083,"","Q","test","0","jove","Mr",1
977,NA,3,"male",28,1,0,"2660",14.4542,"","C","test","0","jove","Mr",2
978,NA,3,"female",27,0,0,"330844",7.8792,"","Q","test","0","jove","Miss",1
979,NA,3,"female",18,0,0,"A/4 31416",8.05,"","S","test","0","nen","Miss",1
980,NA,3,"female",28,0,0,"364856",7.75,"","Q","test","0","jove","Miss",1
981,NA,2,"male",2,1,1,"29103",23,"","S","test","0","nen","Master",3
982,NA,3,"female",22,1,0,"347072",13.9,"","S","test","0","jove","Mrs",2
983,NA,3,"male",28,0,0,"345498",7.775,"","S","test","0","jove","Mr",1
984,NA,1,"female",27,1,2,"F.C. 12750",52,"B71","S","test","1","jove","Mrs",4
985,NA,3,"male",28,0,0,"376563",8.05,"","S","test","0","jove","Mr",1
986,NA,1,"male",25,0,0,"13905",26,"","C","test","0","jove","Mr",1
987,NA,3,"male",25,0,0,"350033",7.7958,"","S","test","0","jove","Mr",1
988,NA,1,"female",76,1,0,"19877",78.85,"C46","S","test","1","gran","Mrs",2
989,NA,3,"male",29,0,0,"STON/O 2. 3101268",7.925,"","S","test","0","jove","Mr",1
990,NA,3,"female",20,0,0,"347471",7.8542,"","S","test","0","jove","Miss",1
991,NA,3,"male",33,0,0,"A./5. 3338",8.05,"","S","test","0","adult","Mr",1
992,NA,1,"female",43,1,0,"11778",55.4417,"C116","C","test","1","adult-gran","Mrs",2
993,NA,2,"male",27,1,0,"228414",26,"","S","test","0","jove","Mr",2
994,NA,3,"male",28,0,0,"365235",7.75,"","Q","test","0","jove","Mr",1
995,NA,3,"male",26,0,0,"347070",7.775,"","S","test","0","jove","Mr",1
996,NA,3,"female",16,1,1,"2625",8.5167,"","C","test","0","nen","Mrs",3
997,NA,3,"male",28,0,0,"C 4001",22.525,"","S","test","0","jove","Mr",1
998,NA,3,"male",21,0,0,"330920",7.8208,"","Q","test","0","jove","Mr",1
999,NA,3,"male",28,0,0,"383162",7.75,"","Q","test","0","jove","Mr",1
1000,NA,3,"male",28,0,0,"3410",8.7125,"","S","test","0","jove","Mr",1
1001,NA,2,"male",18.5,0,0,"248734",13,"F","S","test","1","nen","Mr",1
1002,NA,2,"male",41,0,0,"237734",15.0458,"","C","test","0","adult-gran","Mr",1
1003,NA,3,"female",28,0,0,"330968",7.7792,"","Q","test","0","jove","Miss",1
1004,NA,1,"female",36,0,0,"PC 17531",31.6792,"A29","C","test","1","adult","Miss",1
1005,NA,3,"female",18.5,0,0,"329944",7.2833,"","Q","test","0","nen","Miss",1
1006,NA,1,"female",63,1,0,"PC 17483",221.7792,"C55 C57","S","test","1","gran","Mrs",2
1007,NA,3,"male",18,1,0,"2680",14.4542,"","C","test","0","nen","Mr",2
1008,NA,3,"male",28,0,0,"2681",6.4375,"","C","test","0","jove","Mr",1
1009,NA,3,"female",1,1,1,"PP 9549",16.7,"G6","S","test","1","nen","Miss",3
1010,NA,1,"male",36,0,0,"13050",75.2417,"C6","C","test","1","adult","Mr",1
1011,NA,2,"female",29,1,0,"SC/AH 29037",26,"","S","test","0","jove","Mrs",2
1012,NA,2,"female",12,0,0,"C.A. 33595",15.75,"","S","test","0","nen","Miss",1
1013,NA,3,"male",28,1,0,"367227",7.75,"","Q","test","0","jove","Mr",2
1014,NA,1,"female",35,1,0,"13236",57.75,"C28","C","test","1","adult","Mrs",2
1015,NA,3,"male",28,0,0,"392095",7.25,"","S","test","0","jove","Mr",1
1016,NA,3,"male",28,0,0,"368783",7.75,"","Q","test","0","jove","Mr",1
1017,NA,3,"female",17,0,1,"371362",16.1,"","S","test","0","nen","Miss",2
1018,NA,3,"male",22,0,0,"350045",7.7958,"","S","test","0","jove","Mr",1
1019,NA,3,"female",28,2,0,"367226",23.25,"","Q","test","0","jove","Miss",3
1020,NA,2,"male",42,0,0,"211535",13,"","S","test","0","adult-gran","Mr",1
1021,NA,3,"male",24,0,0,"342441",8.05,"","S","test","0","jove","Mr",1
1022,NA,3,"male",32,0,0,"STON/OQ. 369943",8.05,"","S","test","0","adult","Mr",1
1023,NA,1,"male",53,0,0,"113780",28.5,"C51","C","test","1","gran","Special",1
1024,NA,3,"female",28,0,4,"4133",25.4667,"","S","test","0","jove","Mrs",5
1025,NA,3,"male",28,1,0,"2621",6.4375,"","C","test","0","jove","Mr",2
1026,NA,3,"male",43,0,0,"349226",7.8958,"","S","test","0","adult-gran","Mr",1
1027,NA,3,"male",24,0,0,"350409",7.8542,"","S","test","0","jove","Mr",1
1028,NA,3,"male",26.5,0,0,"2656",7.225,"","C","test","0","jove","Mr",1
1029,NA,2,"male",26,0,0,"248659",13,"","S","test","0","jove","Mr",1
1030,NA,3,"female",23,0,0,"SOTON/OQ 392083",8.05,"","S","test","0","jove","Miss",1
1031,NA,3,"male",40,1,6,"CA 2144",46.9,"","S","test","0","adult-gran","Mr",8
1032,NA,3,"female",10,5,2,"CA 2144",46.9,"","S","test","0","nen","Miss",8
1033,NA,1,"female",33,0,0,"113781",151.55,"","S","test","0","adult","Miss",1
1034,NA,1,"male",61,1,3,"PC 17608",262.375,"B57 B59 B63 B66","C","test","1","gran","Mr",5
1035,NA,2,"male",28,0,0,"244358",26,"","S","test","0","jove","Mr",1
1036,NA,1,"male",42,0,0,"17475",26.55,"","S","test","0","adult-gran","Mr",1
1037,NA,3,"male",31,3,0,"345763",18,"","S","test","0","adult","Mr",4
1038,NA,1,"male",28,0,0,"17463",51.8625,"E46","S","test","1","jove","Mr",1
1039,NA,3,"male",22,0,0,"SC/A4 23568",8.05,"","S","test","0","jove","Mr",1
1040,NA,1,"male",28,0,0,"113791",26.55,"","S","test","0","jove","Mr",1
1041,NA,2,"male",30,1,1,"250651",26,"","S","test","0","jove","Special",3
1042,NA,1,"female",23,0,1,"11767",83.1583,"C54","C","test","1","jove","Mrs",2
1043,NA,3,"male",28,0,0,"349255",7.8958,"","C","test","0","jove","Mr",1
1044,NA,3,"male",60.5,0,0,"3701",14.4542,"","S","test","0","gran","Mr",1
1045,NA,3,"female",36,0,2,"350405",12.1833,"","S","test","0","adult","Mrs",3
1046,NA,3,"male",13,4,2,"347077",31.3875,"","S","test","0","nen","Master",7
1047,NA,3,"male",24,0,0,"S.O./P.P. 752",7.55,"","S","test","0","jove","Mr",1
1048,NA,1,"female",29,0,0,"PC 17483",221.7792,"C97","S","test","1","jove","Miss",1
1049,NA,3,"female",23,0,0,"347469",7.8542,"","S","test","0","jove","Miss",1
1050,NA,1,"male",42,0,0,"110489",26.55,"D22","S","test","1","adult-gran","Mr",1
1051,NA,3,"female",26,0,2,"SOTON/O.Q. 3101315",13.775,"","S","test","0","jove","Mrs",3
1052,NA,3,"female",28,0,0,"335432",7.7333,"","Q","test","0","jove","Miss",1
1053,NA,3,"male",7,1,1,"2650",15.2458,"","C","test","0","nen","Master",3
1054,NA,2,"female",26,0,0,"220844",13.5,"","S","test","0","jove","Miss",1
1055,NA,3,"male",28,0,0,"343271",7,"","S","test","0","jove","Mr",1
1056,NA,2,"male",41,0,0,"237393",13,"","S","test","0","adult-gran","Special",1
1057,NA,3,"female",26,1,1,"315153",22.025,"","S","test","0","jove","Mrs",3
1058,NA,1,"male",48,0,0,"PC 17591",50.4958,"B10","C","test","1","adult-gran","Mr",1
1059,NA,3,"male",18,2,2,"W./C. 6608",34.375,"","S","test","0","nen","Mr",5
1060,NA,1,"female",28,0,0,"17770",27.7208,"","C","test","0","jove","Mrs",1
1061,NA,3,"female",22,0,0,"7548",8.9625,"","S","test","0","jove","Miss",1
1062,NA,3,"male",28,0,0,"S.O./P.P. 251",7.55,"","S","test","0","jove","Mr",1
1063,NA,3,"male",27,0,0,"2670",7.225,"","C","test","0","jove","Mr",1
1064,NA,3,"male",23,1,0,"347072",13.9,"","S","test","0","jove","Mr",2
1065,NA,3,"male",28,0,0,"2673",7.2292,"","C","test","0","jove","Mr",1
1066,NA,3,"male",40,1,5,"347077",31.3875,"","S","test","0","adult-gran","Mr",7
1067,NA,2,"female",15,0,2,"29750",39,"","S","test","0","nen","Miss",3
1068,NA,2,"female",20,0,0,"C.A. 33112",36.75,"","S","test","0","jove","Miss",1
1069,NA,1,"male",54,1,0,"11778",55.4417,"C116","C","test","1","gran","Mr",2
1070,NA,2,"female",36,0,3,"230136",39,"F4","S","test","1","adult","Mrs",4
1071,NA,1,"female",64,0,2,"PC 17756",83.1583,"E45","C","test","1","gran","Mrs",3
1072,NA,2,"male",30,0,0,"233478",13,"","S","test","0","jove","Mr",1
1073,NA,1,"male",37,1,1,"PC 17756",83.1583,"E52","C","test","1","adult","Mr",3
1074,NA,1,"female",18,1,0,"113773",53.1,"D30","S","test","1","nen","Mrs",2
1075,NA,3,"male",28,0,0,"7935",7.75,"","Q","test","0","jove","Mr",1
1076,NA,1,"female",27,1,1,"PC 17558",247.5208,"B58 B60","C","test","1","jove","Mrs",3
1077,NA,2,"male",40,0,0,"239059",16,"","S","test","0","adult-gran","Mr",1
1078,NA,2,"female",21,0,1,"S.O./P.P. 2",21,"","S","test","0","jove","Miss",2
1079,NA,3,"male",17,2,0,"A/4 48873",8.05,"","S","test","0","nen","Mr",3
1080,NA,3,"female",28,8,2,"CA. 2343",69.55,"","S","test","0","jove","Miss",11
1081,NA,2,"male",40,0,0,"28221",13,"","S","test","0","adult-gran","Mr",1
1082,NA,2,"male",34,1,0,"226875",26,"","S","test","0","adult","Mr",2
1083,NA,1,"male",28,0,0,"111163",26,"","S","test","0","jove","Mr",1
1084,NA,3,"male",11.5,1,1,"A/5. 851",14.5,"","S","test","0","nen","Master",3
1085,NA,2,"male",61,0,0,"235509",12.35,"","Q","test","0","gran","Mr",1
1086,NA,2,"male",8,0,2,"28220",32.5,"","S","test","0","nen","Master",3
1087,NA,3,"male",33,0,0,"347465",7.8542,"","S","test","0","adult","Mr",1
1088,NA,1,"male",6,0,2,"16966",134.5,"E34","C","test","1","nen","Master",3
1089,NA,3,"female",18,0,0,"347066",7.775,"","S","test","0","nen","Miss",1
1090,NA,2,"male",23,0,0,"C.A. 31030",10.5,"","S","test","0","jove","Mr",1
1091,NA,3,"female",28,0,0,"65305",8.1125,"","S","test","0","jove","Mrs",1
1092,NA,3,"female",28,0,0,"36568",15.5,"","Q","test","0","jove","Miss",1
1093,NA,3,"male",0.33,0,2,"347080",14.4,"","S","test","0","nen","Master",3
1094,NA,1,"male",47,1,0,"PC 17757",227.525,"C62 C64","C","test","1","adult-gran","Special",2
1095,NA,2,"female",8,1,1,"26360",26,"","S","test","0","nen","Miss",3
1096,NA,2,"male",25,0,0,"C.A. 34050",10.5,"","S","test","0","jove","Mr",1
1097,NA,1,"male",28,0,0,"F.C. 12998",25.7417,"","C","test","0","jove","Mr",1
1098,NA,3,"female",35,0,0,"9232",7.75,"","Q","test","0","adult","Miss",1
1099,NA,2,"male",24,0,0,"28034",10.5,"","S","test","0","jove","Mr",1
1100,NA,1,"female",33,0,0,"PC 17613",27.7208,"A11","C","test","1","adult","Miss",1
1101,NA,3,"male",25,0,0,"349250",7.8958,"","S","test","0","jove","Mr",1
1102,NA,3,"male",32,0,0,"C 4001",22.525,"","S","test","0","adult","Mr",1
1103,NA,3,"male",28,0,0,"SOTON/O.Q. 3101308",7.05,"","S","test","0","jove","Mr",1
1104,NA,2,"male",17,0,0,"S.O.C. 14879",73.5,"","S","test","0","nen","Mr",1
1105,NA,2,"female",60,1,0,"24065",26,"","S","test","0","gran","Mrs",2
1106,NA,3,"female",38,4,2,"347091",7.775,"","S","test","0","adult","Miss",7
1107,NA,1,"male",42,0,0,"113038",42.5,"B11","S","test","1","adult-gran","Mr",1
1108,NA,3,"female",28,0,0,"330924",7.8792,"","Q","test","0","jove","Miss",1
1109,NA,1,"male",57,1,1,"36928",164.8667,"","S","test","0","gran","Mr",3
1110,NA,1,"female",50,1,1,"113503",211.5,"C80","C","test","1","adult-gran","Mrs",3
1111,NA,3,"male",28,0,0,"32302",8.05,"","S","test","0","jove","Mr",1
1112,NA,2,"female",30,1,0,"SC/PARIS 2148",13.8583,"","C","test","0","jove","Miss",2
1113,NA,3,"male",21,0,0,"342684",8.05,"","S","test","0","jove","Mr",1
1114,NA,2,"female",22,0,0,"W./C. 14266",10.5,"F33","S","test","1","jove","Mrs",1
1115,NA,3,"male",21,0,0,"350053",7.7958,"","S","test","0","jove","Mr",1
1116,NA,1,"female",53,0,0,"PC 17606",27.4458,"","C","test","0","gran","Mrs",1
1117,NA,3,"female",28,0,2,"2661",15.2458,"","C","test","0","jove","Mrs",3
1118,NA,3,"male",23,0,0,"350054",7.7958,"","S","test","0","jove","Mr",1
1119,NA,3,"female",28,0,0,"370368",7.75,"","Q","test","0","jove","Miss",1
1120,NA,3,"male",40.5,0,0,"C.A. 6212",15.1,"","S","test","0","adult-gran","Mr",1
1121,NA,2,"male",36,0,0,"242963",13,"","S","test","0","adult","Mr",1
1122,NA,2,"male",14,0,0,"220845",65,"","S","test","0","nen","Mr",1
1123,NA,1,"female",21,0,0,"113795",26.55,"","S","test","0","jove","Miss",1
1124,NA,3,"male",21,1,0,"3101266",6.4958,"","S","test","0","jove","Mr",2
1125,NA,3,"male",28,0,0,"330971",7.8792,"","Q","test","0","jove","Mr",1
1126,NA,1,"male",39,1,0,"PC 17599",71.2833,"C85","C","test","1","adult","Mr",2
1127,NA,3,"male",20,0,0,"350416",7.8542,"","S","test","0","jove","Mr",1
1128,NA,1,"male",64,1,0,"110813",75.25,"D37","C","test","1","gran","Mr",2
1129,NA,3,"male",20,0,0,"2679",7.225,"","C","test","0","jove","Mr",1
1130,NA,2,"female",18,1,1,"250650",13,"","S","test","0","nen","Miss",3
1131,NA,1,"female",48,1,0,"PC 17761",106.425,"C86","C","test","1","adult-gran","Mrs",2
1132,NA,1,"female",55,0,0,"112377",27.7208,"","C","test","0","gran","Mrs",1
1133,NA,2,"female",45,0,2,"237789",30,"","S","test","0","adult-gran","Mrs",3
1134,NA,1,"male",45,1,1,"16966",134.5,"E34","C","test","1","adult-gran","Mr",3
1135,NA,3,"male",28,0,0,"3470",7.8875,"","S","test","0","jove","Mr",1
1136,NA,3,"male",28,1,2,"W./C. 6607",23.45,"","S","test","0","jove","Master",4
1137,NA,1,"male",41,1,0,"17464",51.8625,"D21","S","test","1","adult-gran","Mr",2
1138,NA,2,"female",22,0,0,"F.C.C. 13534",21,"","S","test","0","jove","Mrs",1
1139,NA,2,"male",42,1,1,"28220",32.5,"","S","test","0","adult-gran","Mr",3
1140,NA,2,"female",29,1,0,"26707",26,"","S","test","0","jove","Mrs",2
1141,NA,3,"female",28,1,0,"2660",14.4542,"","C","test","0","jove","Mrs",2
1142,NA,2,"female",0.92,1,2,"C.A. 34651",27.75,"","S","test","0","nen","Miss",4
1143,NA,3,"male",20,0,0,"SOTON/O2 3101284",7.925,"","S","test","0","jove","Mr",1
1144,NA,1,"male",27,1,0,"13508",136.7792,"C89","C","test","1","jove","Mr",2
1145,NA,3,"male",24,0,0,"7266",9.325,"","S","test","0","jove","Mr",1
1146,NA,3,"male",32.5,0,0,"345775",9.5,"","S","test","0","adult","Mr",1
1147,NA,3,"male",28,0,0,"C.A. 42795",7.55,"","S","test","0","jove","Mr",1
1148,NA,3,"male",28,0,0,"AQ/4 3130",7.75,"","Q","test","0","jove","Mr",1
1149,NA,3,"male",28,0,0,"363611",8.05,"","S","test","0","jove","Mr",1
1150,NA,2,"female",19,0,0,"28404",13,"","S","test","0","nen","Miss",1
1151,NA,3,"male",21,0,0,"345501",7.775,"","S","test","0","jove","Mr",1
1152,NA,3,"male",36.5,1,0,"345572",17.4,"","S","test","0","adult","Mr",2
1153,NA,3,"male",21,0,0,"350410",7.8542,"","S","test","0","jove","Mr",1
1154,NA,2,"female",29,0,2,"29103",23,"","S","test","0","jove","Mrs",3
1155,NA,3,"female",1,1,1,"350405",12.1833,"","S","test","0","nen","Miss",3
1156,NA,2,"male",30,0,0,"C.A. 34644",12.7375,"","C","test","0","jove","Mr",1
1157,NA,3,"male",28,0,0,"349235",7.8958,"","S","test","0","jove","Mr",1
1158,NA,1,"male",28,0,0,"112051",0,"","S","test","0","jove","Mr",1
1159,NA,3,"male",28,0,0,"C.A. 49867",7.55,"","S","test","0","jove","Mr",1
1160,NA,3,"female",28,0,0,"A. 2. 39186",8.05,"","S","test","0","jove","Miss",1
1161,NA,3,"male",17,0,0,"315095",8.6625,"","S","test","0","nen","Mr",1
1162,NA,1,"male",46,0,0,"13050",75.2417,"C6","C","test","1","adult-gran","Mr",1
1163,NA,3,"male",28,0,0,"368573",7.75,"","Q","test","0","jove","Mr",1
1164,NA,1,"female",26,1,0,"13508",136.7792,"C89","C","test","1","jove","Mrs",2
1165,NA,3,"female",28,1,0,"370371",15.5,"","Q","test","0","jove","Miss",2
1166,NA,3,"male",28,0,0,"2676",7.225,"","C","test","0","jove","Mr",1
1167,NA,2,"female",20,1,0,"236853",26,"","S","test","0","jove","Miss",2
1168,NA,2,"male",28,0,0,"SC 14888",10.5,"","S","test","0","jove","Mr",1
1169,NA,2,"male",40,1,0,"2926",26,"","S","test","0","adult-gran","Mr",2
1170,NA,2,"male",30,1,0,"CA 31352",21,"","S","test","0","jove","Mr",2
1171,NA,2,"male",22,0,0,"W./C. 14260",10.5,"","S","test","0","jove","Mr",1
1172,NA,3,"female",23,0,0,"315085",8.6625,"","S","test","0","jove","Miss",1
1173,NA,3,"male",0.75,1,1,"SOTON/O.Q. 3101315",13.775,"","S","test","0","nen","Master",3
1174,NA,3,"female",28,0,0,"364859",7.75,"","Q","test","0","jove","Miss",1
1175,NA,3,"female",9,1,1,"2650",15.2458,"","C","test","0","nen","Miss",3
1176,NA,3,"female",2,1,1,"370129",20.2125,"","S","test","0","nen","Miss",3
1177,NA,3,"male",36,0,0,"A/5 21175",7.25,"","S","test","0","adult","Mr",1
1178,NA,3,"male",28,0,0,"SOTON/O.Q. 3101314",7.25,"","S","test","0","jove","Mr",1
1179,NA,1,"male",24,1,0,"21228",82.2667,"B45","S","test","1","jove","Mr",2
1180,NA,3,"male",28,0,0,"2655",7.2292,"F E46","C","test","1","jove","Mr",1
1181,NA,3,"male",28,0,0,"A/5 1478",8.05,"","S","test","0","jove","Mr",1
1182,NA,1,"male",28,0,0,"PC 17607",39.6,"","S","test","0","jove","Mr",1
1183,NA,3,"female",30,0,0,"382650",6.95,"","Q","test","0","jove","Miss",1
1184,NA,3,"male",28,0,0,"2652",7.2292,"","C","test","0","jove","Mr",1
1185,NA,1,"male",53,1,1,"33638",81.8583,"A34","S","test","1","gran","Special",3
1186,NA,3,"male",36,0,0,"345771",9.5,"","S","test","0","adult","Mr",1
1187,NA,3,"male",26,0,0,"349202",7.8958,"","S","test","0","jove","Mr",1
1188,NA,2,"female",1,1,2,"SC/Paris 2123",41.5792,"","C","test","0","nen","Miss",4
1189,NA,3,"male",28,2,0,"2662",21.6792,"","C","test","0","jove","Mr",3
1190,NA,1,"male",30,0,0,"113801",45.5,"","S","test","0","jove","Mr",1
1191,NA,3,"male",29,0,0,"347467",7.8542,"","S","test","0","jove","Mr",1
1192,NA,3,"male",32,0,0,"347079",7.775,"","S","test","0","adult","Mr",1
1193,NA,2,"male",28,0,0,"237735",15.0458,"D","C","test","1","jove","Mr",1
1194,NA,2,"male",43,0,1,"S.O./P.P. 2",21,"","S","test","0","adult-gran","Mr",2
1195,NA,3,"male",24,0,0,"315092",8.6625,"","S","test","0","jove","Mr",1
1196,NA,3,"female",28,0,0,"383123",7.75,"","Q","test","0","jove","Miss",1
1197,NA,1,"female",64,1,1,"112901",26.55,"B26","S","test","1","gran","Mrs",3
1198,NA,1,"male",30,1,2,"113781",151.55,"C22 C26","S","test","1","jove","Mr",4
1199,NA,3,"male",0.83,0,1,"392091",9.35,"","S","test","0","nen","Master",2
1200,NA,1,"male",55,1,1,"12749",93.5,"B69","S","test","1","gran","Mr",3
1201,NA,3,"female",45,1,0,"350026",14.1083,"","S","test","0","adult-gran","Mrs",2
1202,NA,3,"male",18,0,0,"315091",8.6625,"","S","test","0","nen","Mr",1
1203,NA,3,"male",22,0,0,"2658",7.225,"","C","test","0","jove","Mr",1
1204,NA,3,"male",28,0,0,"LP 1588",7.575,"","S","test","0","jove","Mr",1
1205,NA,3,"female",37,0,0,"368364",7.75,"","Q","test","0","adult","Miss",1
1206,NA,1,"female",55,0,0,"PC 17760",135.6333,"C32","C","test","1","gran","Mrs",1
1207,NA,3,"female",17,0,0,"AQ/3. 30631",7.7333,"","Q","test","0","nen","Miss",1
1208,NA,1,"male",57,1,0,"PC 17569",146.5208,"B78","C","test","1","gran","Mr",2
1209,NA,2,"male",19,0,0,"28004",10.5,"","S","test","0","nen","Mr",1
1210,NA,3,"male",27,0,0,"350408",7.8542,"","S","test","0","jove","Mr",1
1211,NA,2,"male",22,2,0,"C.A. 31029",31.5,"","S","test","0","jove","Mr",3
1212,NA,3,"male",26,0,0,"347075",7.775,"","S","test","0","jove","Mr",1
1213,NA,3,"male",25,0,0,"2654",7.2292,"F E57","C","test","1","jove","Mr",1
1214,NA,2,"male",26,0,0,"244368",13,"F2","S","test","1","jove","Mr",1
1215,NA,1,"male",33,0,0,"113790",26.55,"","S","test","0","adult","Mr",1
1216,NA,1,"female",39,0,0,"24160",211.3375,"","S","test","0","adult","Miss",1
1217,NA,3,"male",23,0,0,"SOTON/O.Q. 3101309",7.05,"","S","test","0","jove","Mr",1
1218,NA,2,"female",12,2,1,"230136",39,"F4","S","test","1","nen","Miss",4
1219,NA,1,"male",46,0,0,"PC 17585",79.2,"","C","test","0","adult-gran","Mr",1
1220,NA,2,"male",29,1,0,"2003",26,"","S","test","0","jove","Mr",2
1221,NA,2,"male",21,0,0,"236854",13,"","S","test","0","jove","Mr",1
1222,NA,2,"female",48,0,2,"C.A. 33112",36.75,"","S","test","0","adult-gran","Mrs",3
1223,NA,1,"male",39,0,0,"PC 17580",29.7,"A18","C","test","1","adult","Mr",1
1224,NA,3,"male",28,0,0,"2684",7.225,"","C","test","0","jove","Mr",1
1225,NA,3,"female",19,1,1,"2653",15.7417,"","C","test","0","nen","Mrs",3
1226,NA,3,"male",27,0,0,"349229",7.8958,"","S","test","0","jove","Mr",1
1227,NA,1,"male",30,0,0,"110469",26,"C106","S","test","1","jove","Mr",1
1228,NA,2,"male",32,0,0,"244360",13,"","S","test","0","adult","Mr",1
1229,NA,3,"male",39,0,2,"2675",7.2292,"","C","test","0","adult","Mr",3
1230,NA,2,"male",25,0,0,"C.A. 31029",31.5,"","S","test","0","jove","Mr",1
1231,NA,3,"male",28,0,0,"2622",7.2292,"","C","test","0","jove","Master",1
1232,NA,2,"male",18,0,0,"C.A. 15185",10.5,"","S","test","0","nen","Mr",1
1233,NA,3,"male",32,0,0,"350403",7.5792,"","S","test","0","adult","Mr",1
1234,NA,3,"male",28,1,9,"CA. 2343",69.55,"","S","test","0","jove","Mr",11
1235,NA,1,"female",58,0,1,"PC 17755",512.3292,"B51 B53 B55","C","test","1","gran","Mrs",2
1236,NA,3,"male",28,1,1,"A/5. 851",14.5,"","S","test","0","jove","Master",3
1237,NA,3,"female",16,0,0,"348125",7.65,"","S","test","0","nen","Miss",1
1238,NA,2,"male",26,0,0,"237670",13,"","S","test","0","jove","Mr",1
1239,NA,3,"female",38,0,0,"2688",7.2292,"","C","test","0","adult","Mrs",1
1240,NA,2,"male",24,0,0,"248726",13.5,"","S","test","0","jove","Mr",1
1241,NA,2,"female",31,0,0,"F.C.C. 13528",21,"","S","test","0","adult","Miss",1
1242,NA,1,"female",45,0,1,"PC 17759",63.3583,"D10 D12","C","test","1","adult-gran","Mrs",2
1243,NA,2,"male",25,0,0,"F.C.C. 13540",10.5,"","S","test","0","jove","Mr",1
1244,NA,2,"male",18,0,0,"S.O.C. 14879",73.5,"","S","test","0","nen","Mr",1
1245,NA,2,"male",49,1,2,"220845",65,"","S","test","0","adult-gran","Mr",4
1246,NA,3,"female",0.17,1,2,"C.A. 2315",20.575,"","S","test","0","nen","Miss",4
1247,NA,1,"male",50,0,0,"113044",26,"E60","S","test","1","adult-gran","Mr",1
1248,NA,1,"female",59,2,0,"11769",51.4792,"C101","S","test","1","gran","Mrs",3
1249,NA,3,"male",28,0,0,"1222",7.8792,"","S","test","0","jove","Mr",1
1250,NA,3,"male",28,0,0,"368402",7.75,"","Q","test","0","jove","Mr",1
1251,NA,3,"female",30,1,0,"349910",15.55,"","S","test","0","jove","Mrs",2
1252,NA,3,"male",14.5,8,2,"CA. 2343",69.55,"","S","test","0","nen","Master",11
1253,NA,2,"female",24,1,1,"S.C./PARIS 2079",37.0042,"","C","test","0","jove","Mrs",3
1254,NA,2,"female",31,0,0,"CA 31352",21,"","S","test","0","adult","Mrs",1
1255,NA,3,"male",27,0,0,"315083",8.6625,"","S","test","0","jove","Mr",1
1256,NA,1,"female",25,1,0,"11765",55.4417,"E50","C","test","1","jove","Mrs",2
1257,NA,3,"female",28,1,9,"CA. 2343",69.55,"","S","test","0","jove","Mrs",11
1258,NA,3,"male",28,1,0,"2689",14.4583,"","C","test","0","jove","Mr",2
1259,NA,3,"female",22,0,0,"3101295",39.6875,"","S","test","0","jove","Miss",1
1260,NA,1,"female",45,0,1,"112378",59.4,"","C","test","0","adult-gran","Mrs",2
1261,NA,2,"male",29,0,0,"SC/PARIS 2147",13.8583,"","C","test","0","jove","Mr",1
1262,NA,2,"male",21,1,0,"28133",11.5,"","S","test","0","jove","Mr",2
1263,NA,1,"female",31,0,0,"16966",134.5,"E39 E41","C","test","1","adult","Miss",1
1264,NA,1,"male",49,0,0,"112058",0,"B52 B54 B56","S","test","1","adult-gran","Mr",1
1265,NA,2,"male",44,0,0,"248746",13,"","S","test","0","adult-gran","Mr",1
1266,NA,1,"female",54,1,1,"33638",81.8583,"A34","S","test","1","gran","Mrs",3
1267,NA,1,"female",45,0,0,"PC 17608",262.375,"","C","test","0","adult-gran","Miss",1
1268,NA,3,"female",22,2,0,"315152",8.6625,"","S","test","0","jove","Miss",3
